"동대문구","정체"
"중랑구","다이나믹"
"은평구","다이나믹"
"강남구","다이나믹"
"성동구","상권확장"
"성북구","정체"
"종로구","정체"
"영등포구","정체"
"강동구","다이나믹"
"광진구","다이나믹"
"마포구","다이나믹"
"양천구","다이나믹"
"구로구","상권축소"
"중구","정체"
"용산구","정체"
"노원구","다이나믹"
"관악구","다이나믹"
"서대문구","정체"
"서초구","정체"
"동작구","정체"
"송파구","다이나믹"
"강서구","다이나믹"
"강북구","다이나믹"
"도봉구","다이나믹"
"금천구","상권축소"
