"금천구","3","25291884","12539907","12751992","2538352","3903460","4594714","3998145","4270817","5986416","6724361","5169177","2973336","2981768","4149010","3294235","3619489","3615850","3619002","3607601","3594193","3597712","3638043"
"금천구","2","25490304","12647425","12842881","2658269","3915700","4624320","4019432","4269678","6002903","6846058","5229908","2963334","2967647","4147206","3336159","3661573","3647824","3634503","3631354","3633826","3609857","3671384"
"서대문구","1","39978038","18392889","21585154","5037898","8515575","6568047","6091593","5499962","8264950","9409110","8152780","5180661","5274869","7053439","4907185","5760205","5806666","5792946","5763853","5710574","5596755","5547042"
"광진구","3","55806352","26028826","29777517","7019745","11266788","9814708","8329583","8123870","11251667","15323880","11361774","6230612","6260369","9192226","7437502","7900251","7902078","7947811","7942949","7927167","8086935","8099173"
"광진구","4","56727050","26476834","30250219","7194511","11762054","9964183","8426109","8146517","11233664","15641281","11528452","6246468","6284580","9397069","7629197","8077164","8024412","8021421","8020414","8041438","8244014","8298206"
"금천구","4","25337585","12533675","12803909","2544430","3927151","4614927","4018791","4277250","5955017","6792394","5179205","2956586","2961471","4139751","3308178","3637325","3628033","3619905","3608531","3596269","3587043","3660482"
"광진구","1","57882360","27081357","30801003","7392304","11513960","10150494","8642267","8408110","11775227","15879250","11857057","6461962","6455966","9524007","7704142","8224263","8195952","8183519","8187034","8178486","8403561","8509543"
"서대문구","3","39679714","18159604","21520114","5012841","8627144","6479360","5982948","5501979","8075433","9427321","8130354","5128287","5199304","6913533","4880933","5676778","5710556","5742725","5781656","5754861","5553535","5459604"
"광진구","2","56923197","26529258","30393940","7285078","11662921","9934112","8469946","8176024","11395121","15751130","11597394","6270859","6288389","9384249","7631182","8058628","8060099","8115700","8047598","8061693","8265974","8313527"
"서대문구","2","40608196","18609973","21998230","5327454","8954454","6643563","6118427","5493398","8070907","9511709","8313241","5282539","5360399","7156232","4984089","5869535","5891829","5847140","5892102","5879306","5656768","5571508"
