"양천구","목4동주민센터","전자상거래업","10","10"
"성동구","서울숲역 1번","인테리어","30","11"
"노원구","월계역 3번","전자상거래업","29","23"
"양천구","신월1동주민센터","전자상거래업","8","8"
"중구","을지로4가역","전자상거래업","6","4"
"강남구","코엑스","전자상거래업","2","9"
"서대문구","아현역 1번","가전제품","8","5"
"중랑구","배꽃어린이공원","전자상거래업","26","8"
"관악구","서원동주민센터(신관중학교)","전자상거래업","13","3"
"서대문구","이화여대(이대역 이대)","전자상거래업","10","8"
"영등포구","대림역 11번","화장품","17","20"
"송파구","석촌고분역 3번","전자상거래업","12","12"
"강북구","우이골목시장(우이시장)","인테리어","18","13"
"용산구","이태원 관광특구","전자상거래업","10","10"
"양천구","신월1동우편취급국","전자상거래업","11","11"
"중구","중부시장(신중부시장)","전자상거래업","3","4"
"강남구","봉은사역 4번","전자상거래업","4","8"
"중구","신당 미래유산 먹거리 골목형상점가","전자상거래업","4","10"
"영등포구","양평역","전자상거래업","6","6"
"용산구","서울역 15번","전자상거래업","10","6"
"강북구","도봉세무서","전자상거래업","11","7"
"마포구","가좌역 2번","전자상거래업","10","8"
"금천구","시흥동 은행나무사거리","전자상거래업","7","8"
"송파구","석촌고분역 4번","전자상거래업","12","9"
"성북구","돈암시장(돈암제일시장)","전자상거래업","14","12"
"성동구","왕십리역(왕십리)","전자상거래업","6","10"
"노원구","계상초등학교","전자상거래업","11","9"
"마포구","공덕시장","가전제품","7","4"
"마포구","대흥동주민센터","전자상거래업","5","8"
"강남구","개포고등학교","전자상거래업","9","7"
"구로구","오류동역 3번","전자상거래업","9","6"
"용산구","한강진역 3번","전자상거래업","13","10"
"영등포구","영신초등학교","전자상거래업","9","11"
"강서구","KC대학교","전자상거래업","14","8"
"강동구","암사역","전자상거래업","12","10"
"중랑구","월드순복음교회","전자상거래업","10","10"
"금천구","KT금천빌딩(금천구시설관리공단)","전자상거래업","15","8"
"용산구","한강미주맨션아파트","화초","8","5"
"강북구","삼양입구사거리","자동차부품","10","12"
"은평구","은평구청","전자상거래업","13","9"
"강북구","송중동주민센터","전자상거래업","14","11"
"관악구","미성초등학교","전자상거래업","10","8"
"관악구","구립대학경로당(관악산샘말공원)","전자상거래업","15","15"
"마포구","광흥창역 1번","모터사이클및부품","26","20"
"양천구","신정네거리역","전자상거래업","10","8"
"서초구","교육개발원입구사거리","전자상거래업","7","7"
"도봉구","샘말어린이공원","전자상거래업","11","8"
"성북구","종암중학교","전자상거래업","8","2"
"강서구","등촌1동주민센터","전자상거래업","12","10"
"구로구","오류동역 1번","전자상거래업","6","2"
"영등포구","영동초등학교","전자상거래업","13","8"
"강북구","수유프라자","조명용품","3","9"
"구로구","구로구청","전자상거래업","4","5"
"강동구","고덕 골목형상점가","조명용품","38","15"
"용산구","용산구청","전자상거래업","15","12"
"성북구","미아사거리","전자상거래업","11","10"
"강남구","싸리고개근린공원","섬유제품","20","0"
"도봉구","도봉우체국","전자상거래업","14","7"
"동작구","성대전통시장(성대시장)","인테리어","12","11"
"구로구","구로보건소","전자상거래업","9","8"
"중랑구","오거리공원","전자상거래업","16","11"
"노원구","상계초등학교","전자상거래업","20","17"
"강동구","GS강동자이아파트","전자상거래업","10","10"
"도봉구","덕성여대시반거리","전자상거래업","19","14"
"강동구","천호초등학교","전자상거래업","10","10"
"강동구","길동복조리시장","전자상거래업","14","11"
"중구","다산성곽길","전자상거래업","10","8"
"강북구","삼양사거리역 1번","전자상거래업","7","13"
"강동구","로데오거리상점가","전자상거래업","9","12"
"성북구","상월곡역 1번","전자상거래업","11","8"
"서초구","서초우방유쉘아파트","전자상거래업","16","0"
"중랑구","사가정시장","전자상거래업","13","12"
"강남구","삼성중앙역","전자상거래업","8","8"
"중구","회현역 1번","섬유제품","20","16"
"영등포구","문래동남성맨션","전자상거래업","10","0"
"성동구","성수역 골목형상점가","전자상거래업","23","8"
"양천구","신월4동주민센터","전자상거래업","7","11"
"강북구","송천동주민센터","전자상거래업","13","2"
"성북구","정릉역 2번","전자상거래업","3","1"
"서초구","반포4동주민센터(몽마르뜨공원)","전자상거래업","9","8"
"마포구","망원시장","전자상거래업","13","8"
"강북구","삼양사거리역 2번","주유소","11","10"
"중랑구","신아타운","전자상거래업","2","4"
"중구","신평화패션타운(청계6가 지하도상가)","섬유제품","0","7"
"동작구","노량진중앙시장","가전제품","9","11"
"강동구","둔촌동역 3번(성내3동주민센터)","전자상거래업","6","12"
"서대문구","증산3교남측","전자상거래업","0","7"
"성북구","상월곡역 2번","전자상거래업","14","13"
"용산구","용산전자상가(용산역)","전자상거래업","2","5"
"마포구","서울서부지방법원","전자상거래업","10","12"
"중구","신당역","전자상거래업","3","9"
"서초구","삼호가든사거리","전자상거래업","11","11"
"강서구","공항고등학교","전자상거래업","14","14"
"노원구","장석교회","전자상거래업","12","12"
"구로구","개봉3동주민센터","자동차부품","11","11"
"성북구","정릉역 1번","전자상거래업","13","11"
"중구","테크노상가(엘리시움)","전자상거래업","0","9"
"송파구","석촌중학교(방이육교)","전자상거래업","5","5"
"중랑구","화랑대역 7번","전자상거래업","22","20"
"강동구","명일역","전자상거래업","13","10"
"양천구","신정롯데캐슬아파트","전자상거래업","14","10"
"마포구","동진시장","전자상거래업","10","8"
"성북구","상월곡역 3번","전자상거래업","10","7"
"양천구","신목동역","전자상거래업","3","11"
"성북구","꿈의숲 장곡 골목형상점가","전자상거래업","17","7"
"서초구","방배노인종합복지관(이수중학교)","전자상거래업","11","8"
"송파구","석촌고분역","전자상거래업","10","8"
"구로구","온수역 5번(온수산업단지)","전자상거래업","9","9"
"성동구","금북초등학교","인테리어","13","16"
"동작구","총신대학교","전자상거래업","8","5"
"강남구","신사상가","가구","1","1"
"마포구","성미산체육관","전자상거래업","7","4"
"강남구","신사은행나무공원","전자상거래업","15","12"
"강남구","강남언주로","전자상거래업","9","8"
"송파구","보인중학교","전자상거래업","8","10"
"동대문구","회기역","전자상거래업","6","5"
"마포구","동교초등학교","전자상거래업","11","7"
"중구","중구청(퇴계로4가)","전자상거래업","3","5"
"구로구","오류동역 4번","전자상거래업","15","15"
"서대문구","신촌 상인회(신촌상점가)","화장품","32","16"
"서초구","서울나래학교(염곡어린이공원)","인테리어","0","0"
"강동구","둔촌동역 4번","전자상거래업","10","7"
"강남구","언주역(차병원)","전자상거래업","11","10"
"강남구","논현역","전자상거래업","10","11"
"강남구","논현로18길","전자상거래업","0","7"
"동작구","상도역 5번","전자상거래업","9","9"
"강서구","발산역 5번","전자상거래업","11","13"
"종로구","경복고등학교","예술품","11","13"
"성동구","서울숲카페거리","전자상거래업","29","11"
"강동구","한영중고","전자상거래업","18","13"
"광진구","신성시장(신성골목시장)","전자상거래업","8","11"
"강동구","강일동주민센터","전자상거래업","16","16"
"송파구","송파사거리(송파역)","전자상거래업","11","14"
"성동구","옥수역 6번","전자상거래업","7","13"
"동작구","신대방삼거리역","전자상거래업","6","6"
"종로구","정독도서관","예술품","11","4"
"광진구","광진구청","전자상거래업","9","5"
"성동구","사근동살곶이상점가","전자상거래업","7","7"
"송파구","송파나루역 1번(송리단길)","전자상거래업","16","13"
"마포구","염리초등학교","가전제품","13","26"
