"동대문구","765564"
"중랑구","979843"
"은평구","1080077"
"강남구","492208"
"성동구","564725"
"성북구","936960"
"종로구","342841"
"영등포구","869176"
"강동구","929860"
"광진구","800537"
"마포구","805871"
"양천구","771854"
"구로구","757216"
"중구","225690"
"용산구","520901"
"노원구","522095"
"관악구","1070998"
"서대문구","663492"
"서초구","434722"
"동작구","714312"
"송파구","907124"
"강서구","1090696"
"강북구","759580"
"도봉구","614638"
"금천구","600113"
