"동대문구","230818384"
"중랑구","256592566"
"은평구","296816008"
"강남구","160079509"
"성동구","131434149"
"성북구","252745294"
"종로구","103836444"
"영등포구","239038234"
"강동구","284693409"
"광진구","216265339"
"마포구","234005553"
"양천구","164043162"
"구로구","156223932"
"중구","77564403"
"용산구","130341423"
"노원구","124856140"
"관악구","285318283"
"서대문구","208861754"
"서초구","112992443"
"동작구","163440558"
"송파구","202632359"
"강서구","243665416"
"강북구","217091704"
"도봉구","124053708"
"금천구","108820538"
