"2110001","105","62","115","54"
"2110002","139","64","115","54"
"2110003","115","59","115","54"
"2110004","162","78","115","54"
"2110005","121","59","115","54"
"2110006","113","63","115","54"
"2110007","81","62","115","54"
"2110008","72","54","115","54"
"2110009","81","53","115","54"
"2110010","116","58","115","54"
"2110011","117","61","115","54"
"2110012","119","53","115","54"
"2110013","64","72","115","54"
"2110014","114","73","115","54"
"2110015","149","47","115","54"
"2110016","108","66","115","54"
"2110017","83","45","115","54"
"2110018","100","52","115","54"
"2110019","124","59","115","54"
"2110020","102","56","115","54"
"2110021","117","49","115","54"
"2110022","116","60","115","54"
"2110023","124","64","115","54"
"2110024","119","66","115","54"
"2110025","143","64","115","54"
"2110026","143","87","115","54"
"2110027","68","55","115","54"
"2110028","120","65","115","54"
"2110029","134","69","115","54"
"2110030","146","56","115","54"
"2110031","121","56","115","54"
"2110032","156","49","115","54"
"2110033","139","64","115","54"
"2110034","129","77","115","54"
"2110035","138","56","115","54"
"2110036","123","46","115","54"
"2110037","130","52","115","54"
"2110038","115","63","115","54"
"2110039","140","90","115","54"
"2110040","151","68","115","54"
"2110041","100","58","115","54"
"2110042","124","59","115","54"
"2110043","148","63","115","54"
"2110044","155","74","115","54"
"2110045","136","67","115","54"
"2110046","70","53","115","54"
"2110047","99","45","115","54"
"2110048","119","61","115","54"
"2110049","97","60","115","54"
"2110050","99","57","115","54"
"2110051","100","67","115","54"
"2110052","128","64","115","54"
"2110053","128","56","115","54"
"2110054","102","55","115","54"
"2110055","168","71","115","54"
"2110056","105","54","115","54"
"2110057","128","62","115","54"
"2110058","136","61","115","54"
"2110059","141","76","115","54"
"2110060","106","55","115","54"
"2110061","125","67","115","54"
"2110062","123","67","115","54"
"2110063","147","60","115","54"
"2110064","134","64","115","54"
"2110065","143","62","115","54"
"2110066","122","63","115","54"
"2110067","140","59","115","54"
"2110068","119","62","115","54"
"2110069","108","51","115","54"
"2110070","166","78","115","54"
"2110071","151","67","115","54"
"2110072","86","55","115","54"
"2110073","108","56","115","54"
"2110074","116","62","115","54"
"2110075","124","59","115","54"
"2110076","140","65","115","54"
"2110077","111","64","115","54"
"2110078","133","70","115","54"
"2110079","108","61","115","54"
"2110080","103","52","115","54"
"2110081","82","52","115","54"
"2110082","84","53","115","54"
"2110083","124","60","115","54"
"2110084","94","52","115","54"
"2110085","97","47","115","54"
"2110086","101","62","115","54"
"2110087","125","61","115","54"
"2110088","110","58","115","54"
"2110089","142","83","115","54"
"2110090","89","49","115","54"
"2110091","56","50","115","54"
"2110092","128","56","115","54"
"2110093","96","57","115","54"
"2110094","135","64","115","54"
"2110095","68","55","115","54"
"2110096","109","62","115","54"
"2110097","69","82","115","54"
"2110098","62","42","115","54"
"2110099","91","52","115","54"
"2110100","119","57","115","54"
"2110101","120","45","115","54"
"2110102","103","53","115","54"
"2110103","88","53","115","54"
"2110104","103","60","115","54"
"2110105","118","55","115","54"
"2110106","108","64","115","54"
"2110107","145","81","115","54"
"2110108","107","62","115","54"
"2110109","115","52","115","54"
"2110110","101","61","115","54"
"2110111","124","80","115","54"
"2110112","132","53","115","54"
"2110113","107","53","115","54"
"2110114","106","58","115","54"
"2110115","121","63","115","54"
"2110116","98","62","115","54"
"2110117","133","57","115","54"
"2110118","105","49","115","54"
"2110119","131","72","115","54"
"2110120","41","51","115","54"
"2110121","99","59","115","54"
"2110122","110","60","115","54"
"2110123","138","66","115","54"
"2110124","84","62","115","54"
"2110125","100","69","115","54"
"2110126","76","55","115","54"
"2110127","78","54","115","54"
"2110128","126","57","115","54"
"2110129","101","65","115","54"
"2110130","119","73","115","54"
"2110131","87","56","115","54"
"2110132","116","60","115","54"
"2110133","142","62","115","54"
"2110134","118","53","115","54"
"2110135","155","56","115","54"
"2110136","97","53","115","54"
"2110137","108","60","115","54"
"2110138","135","56","115","54"
"2110139","119","55","115","54"
"2110140","97","50","115","54"
"2110141","93","49","115","54"
"2110142","105","48","115","54"
"2110143","80","65","115","54"
"2110144","110","42","115","54"
"2110145","85","50","115","54"
"2110146","103","62","115","54"
"2110147","110","53","115","54"
"2110148","110","64","115","54"
"2110149","131","61","115","54"
"2110150","122","53","115","54"
"2110151","108","52","115","54"
"2110152","119","58","115","54"
"2110153","85","47","115","54"
"2110154","116","53","115","54"
"2110155","99","54","115","54"
"2110156","111","53","115","54"
"2110157","112","53","115","54"
"2110158","115","52","115","54"
"2110159","119","52","115","54"
"2110160","121","66","115","54"
"2110161","98","48","115","54"
"2110162","76","46","115","54"
"2110163","113","49","115","54"
"2110164","107","45","115","54"
"2110165","98","51","115","54"
"2110166","106","48","115","54"
"2110167","125","57","115","54"
"2110168","110","47","115","54"
"2110169","130","53","115","54"
"2110170","100","51","115","54"
"2110171","122","54","115","54"
"2110172","134","65","115","54"
"2110173","100","53","115","54"
"2110174","109","52","115","54"
"2110175","105","52","115","54"
"2110176","112","54","115","54"
"2110177","91","46","115","54"
"2110178","88","58","115","54"
"2110179","91","60","115","54"
"2110180","106","54","115","54"
"2110181","128","54","115","54"
"2110182","134","60","115","54"
"2110183","108","50","115","54"
"2110184","121","42","115","54"
"2110185","126","45","115","54"
"2110186","126","68","115","54"
"2110187","114","51","115","54"
"2110188","128","58","115","54"
"2110189","137","61","115","54"
"2110190","112","56","115","54"
"2110191","126","56","115","54"
"2110192","113","45","115","54"
"2110193","114","62","115","54"
"2110194","123","61","115","54"
"2110195","138","60","115","54"
"2110196","129","71","115","54"
"2110197","158","57","115","54"
"2110198","136","70","115","54"
"2110199","149","65","115","54"
"2110200","141","57","115","54"
"2110201","129","87","115","54"
"2110202","152","67","115","54"
"2110203","116","49","115","54"
"2110204","103","52","115","54"
"2110205","97","49","115","54"
"2110206","96","64","115","54"
"2110207","91","47","115","54"
"2110208","106","44","115","54"
"2110209","112","41","115","54"
"2110210","101","55","115","54"
"2110211","121","53","115","54"
"2110212","89","56","115","54"
"2110213","84","57","115","54"
"2110214","107","60","115","54"
"2110215","115","49","115","54"
"2110216","140","59","115","54"
"2110217","187","84","115","54"
"2110218","113","60","115","54"
"2110219","104","57","115","54"
"2110220","127","54","115","54"
"2110221","125","53","115","54"
"2110222","146","53","115","54"
"2110223","114","51","115","54"
"2110224","140","54","115","54"
"2110225","122","56","115","54"
"2110226","116","49","115","54"
"2110227","123","54","115","54"
"2110228","133","52","115","54"
"2110229","116","53","115","54"
"2110230","109","45","115","54"
"2110231","153","67","115","54"
"2110232","114","50","115","54"
"2110233","122","50","115","54"
"2110234","114","57","115","54"
"2110235","82","41","115","54"
"2110236","105","49","115","54"
"2110237","107","44","115","54"
"2110238","106","50","115","54"
"2110239","133","56","115","54"
"2110240","126","57","115","54"
"2110241","108","54","115","54"
"2110242","120","57","115","54"
"2110243","124","50","115","54"
"2110244","112","47","115","54"
"2110245","132","51","115","54"
"2110246","120","52","115","54"
"2110247","108","60","115","54"
"2110248","108","63","115","54"
"2110249","116","56","115","54"
"2110250","90","48","115","54"
"2110251","104","47","115","54"
"2110252","113","49","115","54"
"2110253","120","54","115","54"
"2110254","106","47","115","54"
"2110255","111","52","115","54"
"2110256","117","50","115","54"
"2110257","118","54","115","54"
"2110258","96","57","115","54"
"2110259","98","50","115","54"
"2110260","125","56","115","54"
"2110261","106","50","115","54"
"2110262","109","51","115","54"
"2110263","125","46","115","54"
"2110264","111","52","115","54"
"2110265","122","51","115","54"
"2110266","104","46","115","54"
"2110267","92","51","115","54"
"2110268","102","46","115","54"
"2110269","98","49","115","54"
"2110270","109","50","115","54"
"2110271","125","94","115","54"
"2110272","104","49","115","54"
"2110273","124","48","115","54"
"2110274","112","49","115","54"
"2110275","127","46","115","54"
"2110276","117","60","115","54"
"2110277","116","50","115","54"
"2110278","120","52","115","54"
"2110279","134","55","115","54"
"2110280","158","71","115","54"
"2110281","89","68","115","54"
"2110282","112","67","115","54"
"2110283","107","68","115","54"
"2110284","106","54","115","54"
"2110285","115","70","115","54"
"2110286","83","52","115","54"
"2110287","97","68","115","54"
"2110288","100","57","115","54"
"2110289","103","58","115","54"
"2110290","108","63","115","54"
"2110291","110","56","115","54"
"2110292","137","63","115","54"
"2110293","109","55","115","54"
"2110294","105","60","115","54"
"2110295","107","66","115","54"
"2110296","109","54","115","54"
"2110297","110","58","115","54"
"2110298","147","52","115","54"
"2110299","128","59","115","54"
"2110300","99","55","115","54"
"2110301","96","51","115","54"
"2110302","128","61","115","54"
"2110303","108","45","115","54"
"2110304","123","54","115","54"
"2110305","115","55","115","54"
"2110306","90","54","115","54"
"2110307","146","73","115","54"
"2110308","103","54","115","54"
"2110309","126","62","115","54"
"2110310","169","66","115","54"
"2110311","92","61","115","54"
"2110312","99","53","115","54"
"2110313","104","57","115","54"
"2110314","110","54","115","54"
"2110315","118","53","115","54"
"2110316","135","55","115","54"
"2110317","124","70","115","54"
"2110318","133","55","115","54"
"2110319","134","61","115","54"
"2110320","160","65","115","54"
"2110321","109","61","115","54"
"2110322","131","50","115","54"
"2110323","105","48","115","54"
"2110324","66","50","115","54"
"2110325","107","55","115","54"
"2110326","133","75","115","54"
"2110327","119","67","115","54"
"2110328","132","61","115","54"
"2110329","118","56","115","54"
"2110330","129","53","115","54"
"2110331","120","55","115","54"
"2110332","138","59","115","54"
"2110333","127","61","115","54"
"2110334","142","60","115","54"
"2110335","126","51","115","54"
